,n1,n2,p-values
634,44.0,52.0,4.664711886690587e-25
635,51.0,45.0,1.2813810574748944e-08
636,48.0,48.0,2.1579127203980697e-09
637,55.0,41.0,3.577077643271845e-25
638,49.0,47.0,1.4719528875327636e-12
639,46.0,50.0,6.366054985103891e-20
640,44.0,52.0,6.766133663150994e-09
641,46.0,50.0,1.4980621038301936e-12
642,48.0,48.0,6.350679238366664e-15
643,50.0,46.0,2.0298985543455837e-08
644,41.0,55.0,2.3558936946012443e-12
645,48.0,48.0,4.0445066795134474e-17
646,62.0,34.0,2.634398481146038e-16
647,47.0,49.0,4.502311880305786e-23
648,54.0,42.0,5.826895812754609e-16
